similarity_strength,CV_cell,CV_similarity_strength
0.0358998237432155,-0.395251956950217,-1.30474195118583
0.0410580171789321,-0.0879835475707303,0.053361442237079
0.0369883563309039,0.119774188968215,-1.01814164826685
0.040741035686914,1.50760278970134,-0.0300967772591353
0.0419910758136032,0.500368959892454,0.299026928380954
0.0413343820056488,1.12125518744567,0.126125679108827
0.0335946088704786,-1.18325628363345,-1.91168315652239
0.0419186541973073,0.227406655416962,0.279959003908084
0.0368753945767006,0.364441548518107,-1.04788340642741
0.0389913269428599,-1.72949881523097,-0.490778489260799
0.0438178681798819,0.106687642631547,0.780004026785851
0.0452186620889964,1.29707948823442,1.14881977306666
0.0370964943534944,-0.818191851674956,-0.989669932874937
0.0374387149383316,0.502529223207037,-0.899566499694542
0.037630736723518,-0.741340418633984,-0.849008985455732
0.0370531679403169,-1.57558950752026,-1.00107736640654
0.0451850440668956,0.999157650505151,1.13996846679746
0.0395702985806343,-0.454327897490555,-0.338340750010365
0.0433077783986959,0.335364218095966,0.645702226860655
0.04050477162654,-0.18917448403466,-0.0923028628076152
0.0423420459346684,0.979775322089932,0.391434031439219
0.0384154793875745,1.08565652297418,-0.6423936872315
0.042661428768577,1.07822464500762,0.475524501472552
0.0402180178713871,0.0866614741694221,-0.167802405971975
0.0437748980586319,-0.130240319827583,0.768690401538438
0.0423780955044537,0.647982025193393,0.400925541144487
0.0439909884020515,0.728076808662088,0.825584938810325
0.038561789899441,0.443666358678868,-0.603871517573533
0.046562022340291,0.583568713524133,1.50251378214353
0.0396494691670112,-0.733497228941334,-0.317495885745832
0.0409126515933763,0.0127979580267114,0.0150880627117665
0.0433078292183571,-0.817573654617282,0.645715607195296
0.0327111658935276,-3.01310737323532,-2.14428531071558
0.0457942763543396,0.0830463809552798,1.30037354800892
0.0405781482977703,-0.334751087948086,-0.0729834814315878
0.0381242167941211,0.0719869910461694,-0.719080364742913
0.0416020363617901,0.211543464899271,0.19659653171836
0.0459838158005531,0.0247016389716553,1.35027748594729
0.0377043342679476,-0.121245994458424,-0.829631450261853
0.0326492401081992,0.856973190460993,-2.16058978247355
0.0347013488800872,-1.14680297836888,-1.62028901215419
0.0389295866451245,1.23104675488251,-0.507034123895364
0.0414881263478508,0.729098176485346,0.166605105765894
0.0408798897374999,-1.81962921761223,0.00646217688661474
0.044991101790403,0.982785970501037,1.08890530541834
0.0336671691409499,-2.27073033119582,-1.89257872572064
0.0483477695989262,0.72864797268989,1.97268409312009
0.041184278046777,-0.742057284894374,0.0866047308445675
0.0445105206006487,-0.397454950211165,0.962372837655267
0.0395559670361053,0.115244279864618,-0.342114109714774
0.0454556165311788,0.384132107370602,1.21120762959533
0.0344756682215634,-1.37752762702091,-1.6797085884052
0.0443936216679624,1.18156407340819,0.931594457753963
0.0434875688206035,-0.156408105014379,0.693039339192833
0.0345434286126027,-0.955940371592962,-1.66186792031919
0.0444024504908613,1.47326267954192,0.933919003060078
0.0468121975929326,0.728076808662089,1.56838255263407
0.0405581835108708,-0.590613162974696,-0.0782400204069168
0.0414634865672765,0.0805211499179119,0.160117685309834
0.0440681476603765,0.238405602921272,0.845900239481236
0.0377490693312687,-0.0132810594612985,-0.817853132511959
0.0423131193470665,0.814997848960473,0.383817935363748
0.0421916293446738,-1.15080952416169,0.3518307703664
0.0386416041786583,-1.72949881523097,-0.582857175091131
0.0405121060835891,-0.030447345290421,-0.0903717698520394
0.042374957623258,1.86920291002635,0.400099366796214
0.0378141993059458,0.589681104010556,-0.800705028098109
0.0422898729596224,0.673904205430315,0.377697382099091
0.043112978248844,0.424903657473036,0.594413195565082
0.0377183289767826,-1.07270196759482,-0.825946776199982
0.0444288889053698,-0.333576372147057,0.940879986766505
0.0400992024025846,1.73778442017977,-0.199085391649558
0.0416768814505895,1.23593154350731,0.216302533508778
0.039245149189562,0.78503932878572,-0.423949499834869
0.0424185543010921,-0.0964131450907067,0.411577958447795
0.0453048951314017,-0.251124765109616,1.17152411499863
0.0397765072235213,-0.34431259617871,-0.284047970736349
0.0433621419223391,-0.590310725938743,0.660015626863669
0.0402748072796392,0.725880790827465,-0.152850293566936
0.036775837143375,-0.926022404476491,-1.07409593407398
0.0435591778040266,0.642290183914765,0.711893305140118
0.0356110044156001,-2.85837192624797,-1.38078533998248
0.0380572624165634,0.356826019880353,-0.736708817126242
0.0431738747743739,0.0559528577206884,0.610446672983191
0.0490602249923829,0.194539538197293,2.16026683881867
0.0334791376892186,-0.366200513409062,-1.94208562301887
0.044114700494806,0.780321176512186,0.858157159117938
0.0320946873147821,-2.51170492693153,-2.30659827167773
0.0375377252858318,0.783038164154428,-0.873498014555377
0.0426971296786676,0.635122494370203,0.484924212388115
0.0407756383585404,0.177181657083388,-0.0209862221116826
0.0441975589812102,1.83139729482209,0.87997301247082
0.0425349982217756,-0.0250942128658221,0.442236538005662
0.0435801793275588,0.334631796784779,0.717422807034836
0.0466367566734644,-0.306789326508573,1.52219062302842
0.0485166509836607,0.04918451210544,2.01714895946376
0.0433311985006965,1.54881251594728,0.651868517519912
0.0400171929961794,-0.0369425933082898,-0.220677690294344
0.0483738182864558,0.389213482660673,1.97954246541053
0.0318487793197886,-1.98366501471647,-2.37134351371501
0.0460022107119989,0.743387974825715,1.35512069160981
0.0442041237879638,0.681009970618129,0.881701463805629
0.0418518369353667,-0.545963552910055,0.262366652765852
0.0407049366898438,-0.52230715936031,-0.0396013006995937
0.0439503270783038,1.59372427779322,0.814879198040631
0.0401092498059088,-0.241724771916757,-0.196440005678722
0.0373401172476771,-1.00986335988601,-0.925526336201315
0.0434183394656924,-0.589562391795675,0.674811906856131
0.0400145516458472,-1.54899785252877,-0.221373132777069
0.0436133655966123,1.04726749218284,0.726160436822928
0.0457136993164998,0.761916807856256,1.27915837841786
0.039945436124963,-2.19747632912184,-0.239570593694517
0.0354174670325436,0.707570360351643,-1.43174189676131
0.0391586272375213,0.499931290209511,-0.446729908932849
0.0460681967297338,0.673212823960258,1.3724941840391
0.0385204711703235,0.175151114403971,-0.614750346940002
0.044858840122663,0.387307456036629,1.05408206313089
0.0380164620214156,0.499800028046821,-0.747451174076176
0.0409283208925375,-0.904752499883677,0.0192136405189117
0.0387643282434936,-0.501807966507467,-0.550545093160775
0.0404412795255748,-0.169920586436068,-0.109019730612416
0.0414657953521469,0.0708536357593407,0.160725566461695
0.0411484497742091,0.0946863576640099,0.0771714865970566
0.0348877998957498,-0.497227149988558,-1.57119822867848
0.034250940120127,-1.73835696878966,-1.73887736541247
0.0417167808049893,0.185877283201381,0.226807654978357
0.0409235343430753,-0.114254836708452,0.0179533874577465
0.0412067033119285,-0.040799239442406,0.0925090903999412
0.0425935867069825,0.216470501404424,0.457662330304198
0.0433188583051199,0.111504103423827,0.648619461101819
0.0451405489168175,1.59372427779322,1.12825331592828
0.0406696006912892,1.59372427779322,-0.0489049338698329
0.0408373328916077,-1.54149950459179,-0.00474263688005657
0.0306493649150136,-2.70465232414687,-2.68713794708506
0.0374597338488382,-0.648092238362759,-0.894032419974424
0.0412508551854334,-0.76827384038896,0.104133859804246
0.0473274583950697,1.79795189704607,1.70404583331578
0.0334057189769546,-0.953368211339299,-1.96141607340022
