D99,ASC,EC,MG,OLG,OPC,VLMC,L2,L2_3,L2_3_4,L3_4,L3_4_5,L4,L4_5,L4_5_6,L5_6,L6,LAMP5,PVALB,PV_CHC,RELN,SST,VIP,VIP_RELN
50,5978.646815931348,32.16776766963019,226.74494824268564,7829.638857982367,858.0842437446454,1222.018604801167,6088.837682818521,12125.73304479347,3397.1697957537726,11517.507130199492,1469.3354618052133,8843.358369685815,10610.35474892036,6671.451557944066,4702.407144526224,4705.959098925724,897.239565153302,4193.808690516844,186.58099923460185,1650.5327574975822,4556.083360909196,1098.2878181857257,1252.9415820872402
51,6119.111121105325,13.644741340526318,265.5727506817962,7338.037218213856,773.572833126785,442.3912368650391,5534.244136263396,15424.328332935507,1652.567618707369,12609.92151898314,1175.8710200658272,9471.221724429824,10168.620491484284,6177.855548095821,4236.8389522939215,5349.436487916863,947.0720321610804,3507.0684623012794,235.1873803252272,2225.995331773547,4183.419707516032,1095.1670659086876,1318.2416562350072
52,7814.131590229892,0.0,362.13166151346496,9027.219067197062,1183.1196528630562,2409.577390835997,2156.804115800025,5053.790223660429,13197.552652745888,8799.924822342375,815.8740735136206,5627.201380351756,7587.921039348454,9053.972780588883,3776.954764877319,8922.921650203176,980.5786449688817,4970.755955737566,246.2080580646978,1778.7642389884356,4590.028114302346,1063.7581913762515,1162.043654043763
53,5616.31208314062,14.319507227738645,303.4745498339388,8695.261298525964,850.434959233122,430.63651517242846,5666.753108244439,10266.23394386416,3991.8230230604063,10348.07438658503,1037.4129212092191,11393.32215188315,10745.351083138352,7453.811906428927,5561.549194352818,4176.12250236336,892.3690105768754,4112.7606558020125,189.5230536625092,1444.6271982106816,4496.064861526617,1083.5172797051312,1338.8945035592674
55,4309.7910251278345,20.15353328081201,410.399223172899,5362.2361852445365,791.8092747868859,644.6926022000983,6268.819669018116,14036.371206893837,3814.774685973528,12274.813484768189,475.02262752894734,10768.854028169722,10946.504657437945,7711.20330089783,4631.3819023163205,4924.162637641927,998.3333435982253,3153.6675848874397,250.570807668042,1920.193570877641,4231.686197135587,1433.6546468117458,1296.8381396693965
56,4262.284642160452,13.594232671133,44.64363606130557,5618.216876408566,510.372028201355,332.15174763597634,7720.391868422255,13922.405504169075,3560.797627579962,9208.279997686916,703.463269926592,10519.560493067154,12640.409040374743,8485.425883703301,5939.115570061325,4485.011308302728,817.9560373376535,3047.7240705199124,73.60201695592586,1582.11872537441,4431.55655709319,1295.301565819412,1130.484897440341
57,5711.997803453143,98.0567783984662,379.9233925501741,6758.7111491025435,884.4488048139946,1026.435379713066,5027.630589825994,14655.021593863226,3225.2348302222654,13418.714690132014,709.3397276813043,9715.02246355732,10200.342309239457,6328.228316613179,4860.45801612859,4818.096428791054,1029.4362255526592,3372.306833214339,285.41747422047325,1795.954463015473,4159.224754945766,1329.7339302668286,1160.5777156625516
59,5322.518024103481,2.505888838771112,245.0550005610808,3335.795851295397,1186.5782490268623,730.3438518346195,8810.504559412468,12921.580416266115,4573.263750289693,10714.525461248304,267.41699839084373,12048.298462730048,11691.428251964662,6638.871883976736,4710.110027279324,3156.382868373424,901.3488289148714,3734.413071506901,208.99988852956213,2178.644839778391,4557.804105725724,1476.706259964255,1039.6040361434086
60,4356.992152296306,14.193804230049183,65.95815473298131,6463.144424823957,561.7064881233067,370.2210300671621,7519.28386949289,13991.785048087082,4449.1513115904845,10479.362615303686,693.9161575000962,11620.329110776298,10231.14737610614,7680.156826074937,4881.422986268171,4391.03890152642,838.6118350352574,3308.1937778805686,70.37438931466596,1455.349254269548,4472.248733778859,1160.0598849703042,1064.5495755163568
61,7225.46673743843,88.77334393708816,284.7456793894765,13717.22502777002,1137.1755536538988,675.0415858357723,4556.479751197311,10494.288894123692,3215.6487519451366,10285.864017239874,2151.335274706169,5695.558666724472,9955.765328863905,6325.399008724761,5905.570537191412,5474.630342883858,1081.667317797858,4184.726265311564,195.97451371745507,1649.758225014608,3893.019126538165,892.7001141181612,1079.4312980058116
62,5317.778989455031,0.0,160.5231866825208,5904.024569621757,911.3145889727748,229.42146811687243,2447.6735029210736,9315.827308974322,2971.850301778248,13779.000046972962,600.5285839678521,11438.452526454528,10614.32573998532,10123.651714835443,7752.682294233102,7029.80065964774,788.8763422984147,3484.958521033295,174.5713256782757,1283.849314425028,4479.495841971906,1045.4937733195422,625.2101118969616
63,6373.538896809157,14.127643208886209,337.06524336927464,7539.238902132551,996.0958023215586,663.7692785186792,5856.182897001466,12337.147386257118,4480.456015615807,9538.043852294257,601.8432660384708,10116.379264945866,11272.001187913518,6879.320705437909,5043.978107858879,4870.659716916273,816.9645995721687,3583.92471581199,197.4522684479427,1652.7621156812663,4741.512506822526,1061.139330743658,1162.7390988022385
64,6945.492327349639,55.887837606999824,291.0438931420157,4809.556506228139,994.4773146655231,758.5570896509281,6185.659169294753,11780.611518845417,4902.328591427844,7798.550905719715,384.75506304567136,8001.0695623734955,14133.810045159222,6965.608478249527,6310.854415587939,6243.457129876017,998.8680197334938,3046.891715191768,133.54822896824706,2129.330354770785,4796.939647629181,1066.1349705552293,1433.8607395855818
65,5298.090747255208,22.164136258511235,489.4543112563788,5839.810115622662,988.8242376397894,414.8678857115432,5758.4972203664365,12654.594081315574,4158.596755343646,10636.48037818296,348.5606472034372,10876.204547741389,11871.121410172009,7894.019277463514,5031.39365617515,5379.494559814916,898.393703084423,3221.442705068286,239.4490418557125,1819.2616766047488,4524.635447365314,1322.3314247140129,921.2651200566448
66,5560.712550568169,16.014037007339912,507.22279884232046,5578.358820219284,994.1939256525216,1534.8411507817134,5946.156790117961,11620.88459185068,4140.547138160147,10680.200018683328,473.94314754301246,9803.857516162136,11175.645359677528,7796.903170057642,5229.876039578614,5502.758169878228,940.6742972648552,3569.655820474995,236.23047975082105,2060.5020338000963,4711.497485633297,1357.9145006852827,1032.1656445131375
67,8597.571146897522,84.37580118472891,390.3035436978449,3221.504887687367,1033.9607279863462,1732.983273444336,5462.504290937646,3481.881359853275,16684.244291414605,5110.0626849498,439.5938916528027,5012.056630203085,7291.672962630318,11357.218845202182,4143.744837117931,13039.112067377751,1025.920892786726,3650.8337778853856,202.3426903029886,2282.010765357581,4479.619980967467,1787.2398990958573,1085.771133878719
68,5115.650699183454,20.513791579877548,265.79183164531185,5060.39402802822,841.3561432346543,1212.304362045192,5900.588390739428,13540.16825390941,3396.123648540899,9403.963427318316,433.231202374768,10217.664276511863,12917.443589251696,7444.5895316688375,5449.7715310552585,5712.4887960728865,922.6436686740524,3322.7902274603457,172.98047091960024,1662.745561682964,5174.258700768645,1194.2301472787003,1111.2819928654224
69,5486.496469753804,90.87808485640348,297.1695035019641,5178.2296338599,1088.4372340257205,748.9426024038842,3759.020708499604,10477.315143039592,4746.710788270867,11792.460182515011,492.0176952585442,10795.441008540558,12659.717158666272,8293.133000820697,5328.746750316615,5125.752780967565,885.1791733478617,4304.161222534087,268.11926012263496,1800.7346760026403,5380.283773111487,1022.7961918463872,911.3282299472536
70,10119.08883688331,28.38238163659908,1402.3548452567463,11101.339409935836,1936.770230405279,518.663036674285,5680.045140054612,4857.052799307677,3782.378123346632,6492.980493394103,502.6800986218672,7153.634316583992,7921.695383475161,13600.01441228045,3830.870161641221,7319.3303450651265,1171.1319374090874,3705.2745532229046,212.58660632209376,2900.4616530020894,4376.1670142869325,1270.3646222318305,952.7667735306862
71,6296.675615725186,8.480562443340903,326.3379072621395,8163.593847384572,999.1212391196597,549.6611042684065,4774.793224947082,10837.4279670631,3567.159205984917,11624.280686335416,1273.2117209267287,7576.829553110981,11738.698031009952,7243.302336987019,5972.872831073247,5820.973330716784,1065.3025896158988,3881.800492361506,213.18735285701263,1915.5672568044647,4329.370362470719,1065.0009221179682,999.1231521576066
72,5360.034028163991,20.22773053291641,219.09588430739004,5498.782562948296,769.9298617289134,593.2627588521729,5945.326129242615,12491.651421188377,4175.233922373999,13481.108473728593,605.813841187439,10800.95549256519,10720.59958206412,6871.198601358333,4185.13341832362,5013.918718389382,760.3255569790854,3959.404139684927,219.17341204965973,1539.8435334719811,4738.744060316814,1100.3343570471538,1058.02413628934
73,4935.53467465708,12.1371326167643,104.17821091287097,7587.232858864099,653.6074283158198,349.08846690025484,7800.633826935113,12575.768649713536,3271.550522056703,8757.696664627025,697.7090079753717,10122.00032027314,10275.427369313624,8510.561720171738,6773.8651827964,5612.0006646301,834.5955790465634,3246.809256660955,66.05862573979425,1613.4509967987117,4412.439194828512,1086.3920900996743,1085.7823588580177
74,6751.143056652969,22.118711285658485,805.1866611798579,5782.903836582073,1038.0662656094769,1500.526692528173,7755.18522859541,11260.403203016327,4437.065540992966,8614.999254976488,466.57398147071365,10496.302047476704,10925.351673309557,6988.348345181663,5164.181389554113,4327.401488595595,967.6010585569953,3582.4405500491303,148.96481999322123,1938.6253622355268,4640.93948967321,1302.641894254577,1474.666939558575
75,4585.410803876758,9.350439097504854,175.02777267880384,6939.029302218607,543.6073609084286,582.2672933231814,6996.594661085687,13552.207831126,3632.680527765732,10077.931665708942,599.1209855933093,11774.939558998574,10949.79221261723,7722.011348510564,4760.825368604662,4800.217625884045,851.046510818819,3315.8959405165638,105.34810122114663,1463.6164877140357,4484.443552844067,1209.2254179896709,1065.122235538791
76,5219.891803839331,27.039208354874468,337.9270967646258,6761.557703048792,875.7524042418119,445.0340854962682,4429.507215265934,14712.089323199583,3148.365352077125,12053.752616354712,518.2007519332436,11179.166893541616,11519.337569186106,6746.966433440174,4532.252826760748,4886.154774560865,937.3683676709429,3446.99958617906,265.55680537522755,1674.7013852094296,4279.866305017323,1157.0264714245648,1132.2770522089652
77,5446.52963532622,9.740631874692768,97.32322991713701,5902.961773548979,611.8337086466064,1377.217953241065,7241.018875223908,13711.191792645732,3729.511254675266,10250.564439334412,923.7074469842744,9794.884156493854,11782.822528301907,7367.165606614145,4459.91801209299,3865.771902161719,998.0335074492542,3475.027325147025,140.82531901960172,1931.27391480173,4372.1441653116535,1419.298439028946,1486.440535170541
78,6004.564513551588,13.248848803135822,581.7403686367038,4607.648497591639,1240.4079948221008,2260.4710163959903,8487.077928466859,9427.991735612475,3964.0492436783966,9815.90312391158,230.23702249569257,12619.19797532495,11080.628385867913,7797.965023128654,4347.696372783087,4541.902864613641,881.9052759681267,2997.926187607693,214.00322418272125,2161.793241492994,4699.690949037554,1464.979334348673,1035.4148713115137
79,6444.132546947317,104.45402683664996,570.3477715509055,8293.992562030326,1223.8431975588946,832.3486817036827,6379.901764282197,6212.559680133694,5620.845185571416,8088.316202204144,346.342869460253,6942.892176849613,10626.03722971268,7942.4264459807955,6062.181420086724,12058.365482739362,1188.8095009631834,3620.4509419521946,140.98319848822828,1738.0418082375884,4426.747044940071,1282.4898314599802,795.9813347321563
80,6312.5097077542205,20.67444007976896,398.5925439923197,8334.531077717427,858.5442391834832,912.215220876724,5236.843114030284,10523.255402441124,3351.502119863378,17713.278513218793,1248.7942814882288,7912.716333803176,7930.494197394589,6833.125033079988,4439.867221848865,5423.504030830634,803.2113297568314,4437.759218325548,163.259623583591,1435.8616079352585,3849.041729491396,903.7160411463732,1102.9628288278177
81,8091.091839006742,15.437943789171957,612.7134402531616,6474.328098462944,1368.9104587689928,913.5209492415946,8021.340734703259,10267.602925616437,4018.109311632164,7873.267439566835,202.36222724622277,8570.168487192826,8134.878334627421,9787.167673767824,6126.84893588798,6220.418374836486,902.3269318998784,3128.5975575282782,184.09895481662642,2202.964713497848,5150.920561196172,1219.8240207581853,1041.3757232224073
82,6267.409924321503,2.6509785567957493,98.48083199989226,6444.200674239157,837.1478591085717,1014.296396398265,6126.897986467365,11720.772979374502,3491.1855000403693,9231.53957929807,709.5561122664731,9454.506928158284,12569.715510642738,7663.3617700238865,5723.630265552832,5595.5449479333465,888.2991821066639,3134.897856780576,109.62765607157844,1887.1175241814312,4646.9886726151,1296.0864009029187,1261.572768920485
84,6342.23300245548,45.01667876130051,200.502229433278,4710.465222352442,819.6842433281685,1174.4767337488631,6321.921219083723,13089.770990090465,3847.941790427337,9596.126121720745,462.47952677105394,9239.65893303454,12574.480514127505,7295.477351594899,5148.280648154575,5678.522342468014,939.8474791273826,3066.196781279373,126.24671234549945,2263.36954123654,4618.673167791461,1228.9745363096831,1389.065633303356
85,6897.507789452604,127.45871507981995,307.1160453589907,6213.19173636289,966.7347442930086,517.4453759440349,6575.873926778749,12098.809177413292,5024.176434668719,8485.101632169393,700.394926307299,8117.011775277615,12486.350047695516,6531.156078113095,5529.703671887858,5399.76860852948,1025.1846914626892,3517.6620622995283,197.5432610981355,2086.2536791937832,4857.827708921555,1118.0142881900504,1382.879448523906
86,6298.3536239356135,79.22631406403671,223.62489059140168,8385.367588309966,1258.9627768120456,1978.2249649615048,2549.867763528572,3643.693393910069,17137.58166679174,8194.260715561133,535.5526096143562,4675.47939979798,7640.846518240046,10670.67949400838,3181.914578867584,14132.773830441864,987.0937136771736,4114.153242696329,155.46355205510108,1806.4116166394915,4000.00237159795,1075.7703275261622,736.2991060554729
87,6421.070439258407,11.783933898119578,302.5812179769886,3788.458551325374,1001.9696166993592,943.5591095175764,7753.853785023171,9825.252002993684,5109.397015021525,7381.862922143342,219.78351323759625,10405.837697406816,10506.77067166716,10042.61066262066,5526.109997750241,7091.539367855143,923.9069098142284,3042.989757401254,166.83538397529537,1917.497057421978,5417.727745819826,1329.13396687741,1092.5557548320182
89,5033.953667748248,1.1518580910831786,93.58846990050824,9490.479004642417,632.4675977652008,181.5337492743598,5898.006590952503,11359.582500943625,3531.925475458085,10619.5076188015,868.8277659208278,10870.296166203463,10209.17137287578,8532.0701385554,5497.493750370559,4742.687609326523,919.7633541986794,3327.0362330164835,84.057893804721,1616.3390298636998,4228.170678869305,1226.9836923158282,1162.405694445555
90,4492.651196850455,0.0,118.39252959813236,8211.232772110017,477.35751888975466,137.78119968406148,5482.939578884884,11027.115074191965,3250.99460202638,10712.041971953424,595.6023790489107,12639.455553022788,11046.492274649368,9193.03516455955,5662.598796864926,4979.897621110348,881.8170185029492,3368.738496439163,54.10447747177902,1437.7651059498055,4297.749397223168,1177.7487152340584,1103.4219410560536
91,5919.69974798444,44.5538267575317,335.42961633552085,7812.172057906617,1150.1643727774983,1500.308333752898,5496.9551287925815,12526.22350327376,3640.278799734187,8436.326482711025,1044.9751749066438,7978.314111908752,12570.969501345386,7469.603560218962,6335.1693939028,5057.686410539292,971.0068477526098,3754.1208635621683,140.8971266661817,1493.6178592330823,4638.312926168598,1007.2994246592584,1388.3081278478446
92,5339.657526065224,17.493344228862686,282.2763554840415,7498.206996661407,904.243194740064,1572.1081371949892,5502.575816975486,13168.114172376962,3659.771016055446,10269.328306590382,871.6504755535584,10762.767286263672,12085.837517165884,5801.32507830909,4978.429894316912,4323.887632114468,842.7833139815347,4091.071385012689,209.30305650414752,1318.7803959939315,4234.462582122373,1094.625460773434,1294.5835466887363
