D99,ASC,EC,MG,OLG,OPC,VLMC,L2,L2_3,L2_3_4,L3_4,L3_4_5,L4,L4_5,L4_5_6,L5_6,L6,LAMP5,PVALB,PV_CHC,RELN,SST,VIP,VIP_RELN
32,0.06302943253732164,0.0003547271106617389,0.0027395931751557894,0.11981267845136201,0.010565620801642849,0.0012553900180419257,0.03980664582646415,0.10497244098557998,0.024412428123472843,0.12436870600624275,0.012425534200821216,0.0804864941707868,0.10407477162736975,0.06935293407783724,0.05767993316953677,0.06358400125366184,0.010829865609473657,0.03803657986060647,0.002169476050268566,0.014822800069074557,0.03939169756545904,0.00977749080190542,0.010495720678634012
34,0.030910954250220703,6.524597801548883e-05,0.00040258914951319655,0.054489269590795794,0.004746522647844257,0.0034452513239060416,0.05490325452034036,0.12484122622911403,0.04284475796062595,0.11356291038601884,0.0042905073524739665,0.1771049597930583,0.0913606872269667,0.08797636607471347,0.04369965312978163,0.058085202325229894,0.007418770287795113,0.03551150708836041,0.0007254863205432429,0.009408619304505008,0.038222016894282985,0.00973423079515796,0.007033554011851183
35,0.05983397935764063,5.893793835091649e-05,0.0030794552043183774,0.06476992754549586,0.01356582567328471,0.0012962701221010987,0.0733377946960709,0.14571888938427954,0.03823608905046524,0.10386483473792713,0.0035943810471337607,0.11274910405012367,0.08574688651930629,0.05881959119983572,0.04495798226993924,0.05575705760981946,0.008484563545715536,0.03717734121534612,0.001811820859120591,0.019708231063755428,0.05013983413828907,0.011886458951902653,0.009677119456015432
37,0.05079699805567967,9.675673264438551e-05,0.0040157822018641294,0.06454690271830335,0.0076499705730857,0.008875896005716512,0.04324669825867814,0.12272525802095845,0.035632254763928214,0.11753892731157575,0.006490307345675015,0.09834749786597027,0.1186368273754388,0.07886596332868112,0.057537816083138876,0.055393277403960016,0.008705212656146717,0.038622959370393055,0.0023042439921069405,0.01515588589303354,0.04822021467082235,0.011470131572204553,0.009015274804013283
38,0.06028398185362027,0.0001665297842303864,0.0034834883352831067,0.06466310618790586,0.00826683675770247,0.0065370051365863215,0.06783707441883598,0.1250954941100736,0.043842142753000336,0.09572787256982425,0.00978934941981288,0.08899896754918607,0.11043414875846531,0.07762696233609359,0.0562410476238714,0.04742610746783539,0.009056044524705348,0.03464890435908816,0.0014380461008403841,0.017578901805040258,0.0484865986952426,0.011037032698650855,0.013360006102717785
39,0.04906599625984536,3.985398439186338e-05,0.002539380552375732,0.0663769120071755,0.005900048580452043,0.00500450674325897,0.06915480516526835,0.13673379659347773,0.039773806667047246,0.10973838665531647,0.008042274534995463,0.11783492979812919,0.1056283156377551,0.07074521247561434,0.04474966510308421,0.04330640046030079,0.008692323813122264,0.03580982505825425,0.0012548457003359855,0.015485938749227096,0.043023770086160484,0.011121859890010001,0.012786277122807952
41,0.05219891803839331,0.0002703920835487447,0.003379270967646257,0.06761557703048791,0.00875752404241812,0.004450340854962682,0.04429507215265934,0.14712089323199584,0.03148365352077125,0.12053752616354711,0.005182007519332436,0.11179166893541616,0.11519337569186106,0.06746966433440173,0.04532252826760748,0.04886154774560865,0.009373683676709425,0.0344699958617906,0.0026555680537522757,0.016747013852094296,0.04279866305017323,0.01157026471424565,0.011322770522089652
43,0.06074821517296789,6.984378533663822e-05,0.0016183736729953582,0.08303051738834463,0.007437594712572001,0.011622101309967495,0.06514924336150964,0.1250689659959374,0.03591283700636114,0.10477515821936216,0.013811848344854966,0.08747211649670862,0.10428262652135072,0.0706938670613114,0.045239157684954553,0.04317222343538037,0.010058263354280316,0.03780682403225241,0.0012880110435574224,0.01785782972039079,0.04755527468580319,0.012763204571082654,0.013971755045914013
44,0.04136428195999579,0.000292014255107296,0.0018488054930408584,0.053571095313605405,0.007497410752882992,0.0062697677052211175,0.06773294304284241,0.15052321017073778,0.03571533986183456,0.10857002181681702,0.003902523089866056,0.1261169244711154,0.12340093027623099,0.054597046850162013,0.04816928528435988,0.04388702580607428,0.008328835035284044,0.0334378895054583,0.001705740377133653,0.01512172380201779,0.04622968960303663,0.013329563970464855,0.01046953820243711
45,0.057647488738010955,0.00046503756533234595,0.005285624801413121,0.036966481563960304,0.011581380020012563,0.007518251406664645,0.08080973283265869,0.09812367529888988,0.04542233979995594,0.0907398084137377,0.002445223383185257,0.10444591453471147,0.10727594316504147,0.08642081687582362,0.055185335306867235,0.06755264525880121,0.010173552707153826,0.03189453273937685,0.002709406626766955,0.024770290515272908,0.05043544526713101,0.015880000821396387,0.010815037213966934
46,0.05787222564899177,0.00018719910867708226,0.0019639776867255627,0.05147219694598456,0.007853158142272228,0.012660194410933913,0.0601961926326194,0.13546677673326082,0.041559241213278274,0.11297273390018903,0.006023758653340401,0.09545237997387228,0.11788768741031656,0.0671681137502262,0.04674095895784174,0.04682579897078777,0.00776103352316082,0.03746935053691004,0.0017302353481435287,0.017425837529630887,0.050231966935077484,0.012221313223737379,0.012331089120435384
47,0.05836443975589528,0.0003876682989060056,0.002130501051298796,0.04981318882419572,0.01076179163038256,0.010306510342714214,0.0559684266360722,0.13005974393271005,0.03958107506550499,0.10268401739960621,0.0036879856352685816,0.09925129167854742,0.11503827337378097,0.07350168745780625,0.05189476855711962,0.05764650676088882,0.009130876827998876,0.03576649706878777,0.002646805515742224,0.020213420070798103,0.047228814673681535,0.013940668882593685,0.01211125391270664
49,0.06390243411614066,0.000768565513348996,0.004147112219808452,0.03247250937692578,0.010754379980855811,0.011927088844295393,0.09652122640820805,0.0709423372468282,0.04992215877458751,0.06440574571836877,0.0024085729929043294,0.07789008970254555,0.10984157257580948,0.09834036414008118,0.08237912791275749,0.07558231098375279,0.009932114714637957,0.03481363345824141,0.0020550006572007387,0.02730123298171584,0.05502390592546896,0.01594848762316519,0.011623291198532561
50,0.05978646815931348,0.0003216776766963019,0.002267449482426856,0.07829638857982367,0.008580842437446454,0.012220186048011668,0.06088837682818521,0.12125733044793469,0.033971697957537725,0.11517507130199492,0.014693354618052133,0.08843358369685815,0.10610354748920359,0.06671451557944066,0.047024071445262244,0.04705959098925724,0.00897239565153302,0.04193808690516844,0.0018658099923460185,0.01650532757497582,0.04556083360909196,0.010982878181857256,0.012529415820872402
51,0.06119111121105325,0.0001364474134052632,0.0026557275068179623,0.07338037218213857,0.00773572833126785,0.004423912368650391,0.055342441362633964,0.15424328332935508,0.01652567618707369,0.1260992151898314,0.011758710200658272,0.09471221724429825,0.10168620491484284,0.06177855548095821,0.04236838952293921,0.053494364879168636,0.009470720321610804,0.03507068462301279,0.002351873803252272,0.022259953317735472,0.04183419707516032,0.010951670659086876,0.013182416562350072
52,0.07814131590229892,0.0,0.0036213166151346497,0.09027219067197062,0.011831196528630562,0.02409577390835997,0.02156804115800025,0.05053790223660429,0.1319755265274589,0.08799924822342374,0.008158740735136207,0.056272013803517554,0.07587921039348454,0.09053972780588883,0.03776954764877319,0.08922921650203176,0.009805786449688816,0.049707559557375665,0.002462080580646978,0.017787642389884357,0.045900281143023455,0.010637581913762515,0.011620436540437628
53,0.056163120831406205,0.00014319507227738643,0.003034745498339388,0.08695261298525964,0.00850434959233122,0.0043063651517242845,0.05666753108244439,0.10266233943864159,0.03991823023060406,0.10348074386585031,0.010374129212092192,0.1139332215188315,0.10745351083138352,0.07453811906428927,0.055615491943528175,0.041761225023633594,0.008923690105768755,0.04112760655802013,0.001895230536625092,0.014446271982106816,0.04496064861526617,0.010835172797051311,0.013388945035592674
55,0.04309791025127834,0.0002015353328081201,0.00410399223172899,0.053622361852445365,0.007918092747868859,0.006446926022000984,0.06268819669018116,0.14036371206893836,0.03814774685973528,0.12274813484768189,0.004750226275289473,0.10768854028169722,0.10946504657437944,0.0771120330089783,0.04631381902316321,0.049241626376419274,0.00998333343598225,0.031536675848874395,0.00250570807668042,0.01920193570877641,0.04231686197135587,0.014336546468117458,0.012968381396693965
56,0.04262284642160452,0.00013594232671133,0.0004464363606130557,0.05618216876408566,0.0051037202820135505,0.0033215174763597632,0.07720391868422255,0.13922405504169075,0.03560797627579962,0.09208279997686916,0.00703463269926592,0.10519560493067154,0.12640409040374742,0.08485425883703301,0.059391155700613256,0.04485011308302728,0.008179560373376535,0.030477240705199124,0.0007360201695592587,0.0158211872537441,0.0443155655709319,0.012953015658194119,0.01130484897440341
57,0.057119978034531435,0.000980567783984662,0.003799233925501741,0.06758711149102543,0.008844488048139946,0.010264353797130659,0.050276305898259946,0.14655021593863227,0.03225234830222266,0.13418714690132014,0.007093397276813043,0.0971502246355732,0.10200342309239457,0.0632822831661318,0.0486045801612859,0.048180964287910535,0.01029436225552659,0.03372306833214339,0.0028541747422047327,0.01795954463015473,0.04159224754945766,0.013297339302668286,0.011605777156625516
59,0.053225180241034814,2.505888838771112e-05,0.002450550005610808,0.03335795851295397,0.011865782490268623,0.007303438518346195,0.08810504559412467,0.12921580416266115,0.04573263750289693,0.10714525461248305,0.0026741699839084375,0.12048298462730049,0.11691428251964663,0.06638871883976737,0.04710110027279324,0.03156382868373424,0.009013488289148714,0.03734413071506901,0.002089998885295621,0.02178644839778391,0.04557804105725724,0.01476706259964255,0.010396040361434086
60,0.04356992152296306,0.00014193804230049184,0.0006595815473298131,0.06463144424823956,0.005617064881233067,0.003702210300671621,0.07519283869492889,0.13991785048087083,0.044491513115904845,0.10479362615303686,0.006939161575000963,0.11620329110776298,0.10231147376106141,0.07680156826074937,0.04881422986268171,0.0439103890152642,0.008386118350352575,0.033081937778805685,0.0007037438931466597,0.01455349254269548,0.04472248733778859,0.011600598849703042,0.010645495755163567
61,0.0722546673743843,0.0008877334393708816,0.002847456793894765,0.1371722502777002,0.011371755536538988,0.006750415858357723,0.045564797511973114,0.10494288894123692,0.03215648751945137,0.10285864017239874,0.02151335274706169,0.05695558666724471,0.09955765328863905,0.06325399008724761,0.05905570537191412,0.054746303428838586,0.01081667317797858,0.04184726265311564,0.0019597451371745505,0.016497582250146078,0.03893019126538165,0.008927001141181612,0.010794312980058117
62,0.053177789894550305,0.0,0.001605231866825208,0.05904024569621757,0.009113145889727748,0.0022942146811687244,0.024476735029210737,0.09315827308974321,0.02971850301778248,0.1377900004697296,0.006005285839678521,0.11438452526454528,0.1061432573998532,0.10123651714835444,0.07752682294233101,0.0702980065964774,0.007888763422984146,0.03484958521033295,0.001745713256782757,0.012838493144250281,0.04479495841971906,0.010454937733195422,0.006252101118969617
63,0.06373538896809157,0.00014127643208886208,0.0033706524336927462,0.0753923890213255,0.009960958023215586,0.006637692785186792,0.058561828970014655,0.12337147386257118,0.044804560156158066,0.09538043852294256,0.006018432660384708,0.10116379264945867,0.11272001187913518,0.0687932070543791,0.05043978107858879,0.04870659716916273,0.008169645995721687,0.035839247158119904,0.001974522684479427,0.016527621156812663,0.04741512506822526,0.010611393307436582,0.011627390988022384
64,0.0694549232734964,0.0005588783760699982,0.0029104389314201567,0.048095565062281395,0.009944773146655232,0.007585570896509281,0.06185659169294753,0.11780611518845417,0.04902328591427844,0.07798550905719714,0.0038475506304567137,0.08001069562373496,0.14133810045159223,0.06965608478249527,0.0631085441558794,0.062434571298760164,0.009988680197334938,0.03046891715191768,0.0013354822896824705,0.02129330354770785,0.047969396476291816,0.010661349705552292,0.014338607395855818
65,0.05298090747255208,0.00022164136258511234,0.004894543112563788,0.05839810115622662,0.009888242376397894,0.004148678857115432,0.05758497220366437,0.12654594081315573,0.04158596755343646,0.1063648037818296,0.003485606472034372,0.10876204547741389,0.11871121410172009,0.07894019277463514,0.050313936561751496,0.05379494559814916,0.00898393703084423,0.032214427050682864,0.002394490418557125,0.018192616766047488,0.04524635447365314,0.01322331424714013,0.009212651200566448
66,0.05560712550568169,0.0001601403700733991,0.005072227988423205,0.05578358820219284,0.009941939256525216,0.015348411507817133,0.0594615679011796,0.11620884591850679,0.04140547138160147,0.10680200018683328,0.004739431475430125,0.09803857516162136,0.11175645359677529,0.07796903170057641,0.05229876039578614,0.05502758169878228,0.009406742972648553,0.03569655820474995,0.0023623047975082105,0.020605020338000962,0.047114974856332974,0.013579145006852828,0.010321656445131375
67,0.08597571146897523,0.0008437580118472891,0.0039030354369784487,0.03221504887687367,0.010339607279863463,0.01732983273444336,0.05462504290937646,0.034818813598532755,0.16684244291414604,0.051100626849498,0.004395938916528027,0.05012056630203085,0.07291672962630318,0.11357218845202181,0.041437448371179304,0.1303911206737775,0.01025920892786726,0.03650833777885386,0.0020234269030298857,0.02282010765357581,0.04479619980967467,0.017872398990958573,0.01085771133878719
68,0.05115650699183454,0.00020513791579877548,0.0026579183164531185,0.05060394028028221,0.008413561432346542,0.012123043620451919,0.05900588390739428,0.1354016825390941,0.03396123648540899,0.09403963427318317,0.00433231202374768,0.10217664276511863,0.12917443589251695,0.07444589531668837,0.054497715310552586,0.057124887960728864,0.009226436686740523,0.033227902274603455,0.0017298047091960024,0.016627455616829642,0.051742587007686455,0.011942301472787003,0.011112819928654224
69,0.05486496469753804,0.0009087808485640348,0.0029716950350196407,0.051782296338599,0.010884372340257204,0.007489426024038842,0.03759020708499604,0.10477315143039592,0.04746710788270867,0.1179246018251501,0.004920176952585442,0.10795441008540559,0.12659717158666273,0.08293133000820697,0.05328746750316615,0.05125752780967565,0.008851791733478618,0.04304161222534087,0.0026811926012263497,0.018007346760026403,0.05380283773111487,0.010227961918463872,0.009113282299472536
70,0.1011908883688331,0.0002838238163659908,0.014023548452567463,0.11101339409935836,0.01936770230405279,0.00518663036674285,0.05680045140054612,0.04857052799307677,0.03782378123346632,0.06492980493394103,0.005026800986218672,0.07153634316583991,0.07921695383475161,0.1360001441228045,0.03830870161641221,0.07319330345065127,0.011711319374090874,0.037052745532229044,0.0021258660632209377,0.029004616530020896,0.04376167014286932,0.012703646222318305,0.009527667735306862
71,0.06296675615725186,8.480562443340903e-05,0.003263379072621395,0.08163593847384572,0.009991212391196595,0.005496611042684065,0.047747932249470826,0.108374279670631,0.03567159205984917,0.11624280686335416,0.012732117209267287,0.07576829553110981,0.11738698031009952,0.07243302336987019,0.05972872831073247,0.058209733307167846,0.010653025896158987,0.038818004923615056,0.0021318735285701263,0.019155672568044648,0.043293703624707185,0.010650009221179682,0.009991231521576065
72,0.05360034028163991,0.0002022773053291641,0.0021909588430739004,0.054987825629482956,0.007699298617289133,0.005932627588521728,0.05945326129242615,0.12491651421188377,0.04175233922373999,0.13481108473728592,0.006058138411874391,0.1080095549256519,0.1072059958206412,0.06871198601358333,0.0418513341832362,0.05013918718389382,0.007603255569790854,0.03959404139684927,0.0021917341204965974,0.015398435334719811,0.04738744060316814,0.011003343570471539,0.0105802413628934
73,0.049355346746570807,0.000121371326167643,0.0010417821091287098,0.075872328588641,0.006536074283158198,0.0034908846690025483,0.07800633826935113,0.12575768649713537,0.03271550522056703,0.08757696664627025,0.0069770900797537175,0.1012200032027314,0.10275427369313624,0.08510561720171737,0.067738651827964,0.056120006646301,0.008345955790465634,0.03246809256660955,0.0006605862573979425,0.016134509967987116,0.04412439194828512,0.010863920900996743,0.010857823588580177
74,0.0675114305665297,0.00022118711285658486,0.008051866611798578,0.057829038365820734,0.01038066265609477,0.015005266925281731,0.0775518522859541,0.11260403203016327,0.04437065540992966,0.08614999254976488,0.004665739814707137,0.10496302047476704,0.10925351673309557,0.06988348345181662,0.05164181389554113,0.04327401488595595,0.009676010585569952,0.035824405500491305,0.0014896481999322122,0.019386253622355267,0.0464093948967321,0.01302641894254577,0.01474666939558575
75,0.045854108038767584,9.350439097504854e-05,0.0017502777267880383,0.06939029302218606,0.005436073609084286,0.005822672933231814,0.06996594661085687,0.13552207831125998,0.036326805277657324,0.10077931665708942,0.0059912098559330934,0.11774939558998575,0.1094979221261723,0.07722011348510564,0.04760825368604662,0.04800217625884046,0.00851046510818819,0.03315895940516564,0.0010534810122114664,0.014636164877140357,0.044844435528440675,0.012092254179896709,0.01065122235538791
76,0.05219891803839331,0.0002703920835487447,0.003379270967646258,0.06761557703048791,0.008757524042418119,0.004450340854962682,0.04429507215265934,0.14712089323199584,0.03148365352077125,0.12053752616354711,0.005182007519332436,0.11179166893541616,0.11519337569186106,0.06746966433440174,0.04532252826760748,0.04886154774560865,0.009373683676709429,0.0344699958617906,0.0026555680537522757,0.016747013852094296,0.04279866305017323,0.011570264714245647,0.011322770522089652
77,0.0544652963532622,9.740631874692768e-05,0.00097323229917137,0.059029617735489794,0.006118337086466064,0.013772179532410651,0.07241018875223908,0.13711191792645733,0.03729511254675266,0.10250564439334411,0.009237074469842744,0.09794884156493854,0.11782822528301908,0.07367165606614146,0.04459918012092989,0.03865771902161719,0.009980335074492542,0.034750273251470246,0.0014082531901960173,0.0193127391480173,0.04372144165311653,0.01419298439028946,0.014864405351705409
78,0.06004564513551588,0.00013248848803135821,0.005817403686367038,0.04607648497591639,0.012404079948221009,0.022604710163959905,0.08487077928466859,0.09427991735612475,0.03964049243678396,0.09815903123911579,0.0023023702249569257,0.1261919797532495,0.11080628385867912,0.07797965023128654,0.04347696372783087,0.045419028646136415,0.008819052759681267,0.02997926187607693,0.0021400322418272124,0.02161793241492994,0.046996909490375535,0.014649793343486732,0.010354148713115137
79,0.06444132546947316,0.0010445402683664996,0.005703477715509055,0.08293992562030325,0.012238431975588946,0.008323486817036827,0.06379901764282198,0.06212559680133694,0.05620845185571416,0.08088316202204145,0.0034634286946025297,0.06942892176849613,0.1062603722971268,0.07942426445980795,0.060621814200867236,0.12058365482739362,0.011888095009631833,0.03620450941952195,0.0014098319848822828,0.017380418082375886,0.04426747044940071,0.012824898314599802,0.007959813347321562
80,0.0631250970775422,0.0002067444007976896,0.003985925439923197,0.08334531077717428,0.008585442391834832,0.00912215220876724,0.05236843114030284,0.10523255402441124,0.03351502119863378,0.17713278513218791,0.012487942814882287,0.07912716333803176,0.07930494197394589,0.06833125033079987,0.044398672218488644,0.054235040308306344,0.008032113297568314,0.04437759218325548,0.00163259623583591,0.014358616079352585,0.03849041729491396,0.009037160411463732,0.011029628288278177
81,0.08091091839006742,0.00015437943789171956,0.006127134402531616,0.06474328098462943,0.013689104587689929,0.009135209492415947,0.08021340734703258,0.10267602925616437,0.04018109311632164,0.07873267439566835,0.002023622272462228,0.08570168487192827,0.08134878334627421,0.09787167673767824,0.061268489358879796,0.06220418374836486,0.009023269318998784,0.03128597557528278,0.0018409895481662638,0.022029647134978483,0.05150920561196171,0.012198240207581854,0.010413757232224072
82,0.06267409924321503,2.6509785567957493e-05,0.0009848083199989225,0.06444200674239157,0.008371478591085717,0.01014296396398265,0.061268979864673646,0.11720772979374502,0.034911855000403696,0.0923153957929807,0.007095561122664731,0.09454506928158284,0.12569715510642737,0.07663361770023887,0.057236302655528315,0.055955449479333466,0.00888299182106664,0.03134897856780576,0.0010962765607157843,0.018871175241814312,0.046469886726150995,0.012960864009029188,0.01261572768920485
