region,region_name,age_t,age_p,age_p_fdr,age_estimate,age_ci_low,age_ci_high,sex_t,sex_p,sex_p_fdr,sex_estimate,sex_ci_low,sex_ci_high,intercept
45,32,-8.59357842269662,4.21579882165786e-12,1.9673727834403347e-10,-0.0003635908215367,-0.0004462442747738,-0.0002809373680438,0.508757042001479,0.612757801046768,0.6862887371723801,0.0002881365986602,-0.0008182582059878,0.0013945314067337,0.0437258006988374
66,9m,-3.48051590556976,0.0009304608545192,0.0035206626927753513,-0.000153055852866,-0.0002384797031116,-6.76320023717968e-05,0.00212724801841,0.998309644517595,0.998309644517595,1.25219963102561e-06,-0.001142226991332,0.001144731394122,0.0429764462509085
2,8Bm,-7.42690837293136,4.2730613259218006e-10,1.1964571712581042e-08,-0.0002226950059728,-0.0002809379073825,-0.0001644521043855,2.580530373205,0.0122874289320792,0.05059529560267906,0.0010357632837238,0.0002561268498825,0.0018153997199441,0.037765747183809
55,12m,-3.20563004811213,0.0021458747683071,0.006986569013092883,-0.000124753510123,-0.0002006899229594,-4.88170970527785e-05,2.29978543111634,0.0248967551755349,0.07416054733138056,0.0011980524093607,0.0001815715564103,0.0022145332654431,0.0468286990292022
148,8Ad,-6.17797538438161,5.85814119753625e-08,6.308767443500576e-07,-0.0002085836435687,-0.0002741684400441,-0.0001429988468865,1.88860530625094,0.0637019863771375,0.1351254256484735,0.0008535410371762,-2.43736202565833e-05,0.0017314556973152,0.0428124877464688
143,45b,-5.69101459829107,3.83728881007123e-07,3.357627708812326e-06,-0.0002036884473993,-0.0002734242077455,-0.0001339526868392,0.564253972296114,0.57465022123362,0.6540734225423317,0.000270333861571,-0.0006631453812625,0.0012038131072676,0.0483910871265038
124,45a,-2.2598238943663,0.0274146930082777,0.0629189675599816,-9.72789556290621e-05,-0.0001810279240826,-1.35299869219109e-05,0.726663875082783,0.470211312750536,0.5586797969027563,0.000418723174964,-0.0007023361391077,0.001539782492431,0.0409558064279913
113,LOP,1.99156845793861,0.0509011364546133,0.10036843807951919,5.87047401620207e-05,1.44487468076291e-06,0.0001159646058154,1.84801290963262,0.0694498771083088,0.14063509276220834,0.0007291754801028,-3.73020861623866e-05,0.0014956530487061,0.0363394037401817
90,PIP,7.56982029141668,2.42171528997658e-10,8.47600351491803e-09,0.0002118800136341,0.0001571740715954,0.0002665859558425,0.831353429764332,0.409016495936075,0.506746101159739,0.0003114865082934,-0.000420804372299,0.0010437773911577,0.0406038870302305
57,8Bd,2.13338566093974,0.0369237222082797,0.08205271601839932,7.05736063060852e-05,6.8319768354921e-06,0.0001343146758258,-1.3021363572425,0.197765213801018,0.30094706447981,-0.0005766051653279,-0.0014298472855787,0.000276629459451,0.0320434732632997
