region,region_name,age_t,age_p,age_p_fdr,age_estimate,age_ci_low,age_ci_high,sex_t,sex_p,sex_p_fdr,sex_estimate,sex_ci_low,sex_ci_high,intercept
64,23b,-2.86535091534554,0.0057070289285024,0.015666353921379137,-9.24022143780631e-05,-0.0001554159854143,-2.93884431466383e-05,1.5771455962872,0.11993438782195,0.2098851786884125,0.000680809291866,-0.0001626897534283,0.0015243083397736,0.034355925550649
27,23a,-0.0165047089661468,0.986885610596978,0.986885610596978,-8.71320607363349e-07,-0.0001041671433285,0.0001024245024375,0.471107984648619,0.639244120307432,0.7046785578192164,0.0003329198610318,-0.0010497926225319,0.0017156323489295,0.0369772263197061
17,v23b,0.80707915279721,0.42275667489433,0.5191748639053175,2.97199026030667e-05,-4.2180646320173e-05,0.0001016204517489,1.50659652354835,0.137075539383584,0.23121175317712964,0.0007426382912186,-0.0002198186983498,0.0017050952837676,0.0381472728869717
142,TF,6.50017523403167,1.66231653759084e-08,2.1156755932974328e-07,0.0002802411837461,0.0001959348761594,0.0003645474915954,3.67195863668301,0.0005085767483613,0.004528284264942667,0.0021191114559257,0.0009905916293488,0.0032476312860162,0.0347700521789352
49,24b,-9.47422432753605,1.3499318843853e-13,9.4495231906971e-12,-0.0004220446957146,-0.0005090158512591,-0.0003350735399006,0.942686685960747,0.349559863300453,0.44897597121159105,0.0005621229036623,-0.0006020684383812,0.0017263142493143,0.037364690445102
7,Ia,-1.91006405357885,0.0608294924514364,0.11665930059179583,-0.000152990080071,-0.000308582202792,2.6020431239863e-06,1.82875068465468,0.07232661913485,0.14063509276220834,0.0019607352967073,-0.0001220127250855,0.0040434833248298,0.0414970358354073
81,Ial,-2.53629631561179,0.0137791917662329,0.03402098121019144,-0.0001373796677782,-0.000242803496853,-3.19558383805367e-05,1.2693409627413,0.209141134523127,0.3049974878462269,0.0009203433764141,-0.000490854488966,0.0023315412461164,0.0433731400110682
115,RTp,-0.301542716432665,0.764026284439085,0.8417528887684,-1.87315434070931e-05,-0.00013971768291,0.0001022545964665,2.99328191229853,0.0039812479117808,0.024233682941274436,0.0024889803407608,0.0008694662014473,0.0041084944850343,0.0396159212166292
120,RT,-3.40991131028598,0.0011574587896071,0.0041408868340399516,-0.0001635893613289,-0.0002572446701625,-6.99340522063187e-05,2.59662062622258,0.0117816571143728,0.050126264123060364,0.0016675144301034,0.0004138493615196,0.0029211795025577,0.0445813385099317
136,RTM,-1.93168601617226,0.0580472229102954,0.11286960010335217,-8.84114675730622e-05,-0.0001777442221594,9.21287288791582e-07,2.42734366690977,0.0181773531531998,0.0636207360361993,0.0014871420619592,0.0002913384785829,0.0026829456490224,0.043842774103198
154,TGvg,-0.0600994289151668,0.952272912197747,0.9591237964581625,-3.09034347850217e-06,-0.0001029773179024,9.67966312499212e-05,0.955495580897507,0.343098557160867,0.444757388912235,0.0006576793628737,-0.0006794024551964,0.0019947611853921,0.0338259773940598
79,35,0.611160372670766,0.543364286397526,0.6392521016441483,3.30731705518361e-05,-7.20481204298314e-05,0.0001381944743067,2.05663335568889,0.0440056848683989,0.10622061864785941,0.0014897954493163,8.26473430445367e-05,0.0028969435606499,0.0429698765179668
166,ELr,-0.811463532241979,0.420254642825198,0.5191748639053175,-5.01188395012899e-05,-0.0001704077243318,7.01700457332818e-05,3.62957774462733,0.0005822079769212,0.004528284264942667,0.0030008012177602,0.0013906204930462,0.0046109819478948,0.0424479613601376
28,ER,-1.46307800270223,0.14857987159396,0.2289484401501323,-0.0001094713958646,-0.0002550025047294,3.60597134460344e-05,2.09416129199098,0.0404080704969401,0.09924789244862481,0.0020974539169028,0.000149382100703,0.0040455257390703,0.0453723192335825
188,14c,-2.08392934927132,0.0413626834249393,0.0886769678034522,-0.0001173218681043,-0.0002273496385038,-7.29409736139586e-06,1.44710324761262,0.152987710174649,0.251979757934716,0.0010905475876507,-0.0003822783956493,0.0025633735755481,0.0419072715426935
117,25,0.696312931957474,0.488877692495337,0.5849818542679246,3.65228185054826e-05,-6.54185975724129e-05,0.0001384618029811,2.14898816565629,0.035612371050417,0.09232836938997,0.0015088392492653,0.0001442778437849,0.0028735365319874,0.0413164560693011
5,14r,-5.38164105460901,1.24125744861373e-06,9.14610751610117e-06,-0.0001941228049988,-0.0002642048561517,-0.0001240407542638,1.89318807398658,0.0630790101800738,0.1351254256484735,0.0009141231659585,-2.39915075035494e-05,0.0018522378338405,0.0386999973799973
224,Ri,1.75768684903601,0.0838177902339461,0.14487025472533893,5.64375289195939e-05,-6.39447170530295e-06,0.0001192695297413,1.79736141342086,0.0772283714461562,0.1461077297629982,0.0007725223010917,-6.85435749778938e-05,0.0016135881797967,0.0396142631686912
155,CL,-1.87936442639258,0.0649737668015888,0.12292334259760043,-9.30391378247701e-05,-0.0001896423398517,3.56406449979003e-06,2.13522293975162,0.0367671510138504,0.0935891116716192,0.001414969330467,0.0001218439176845,0.0027080947472321,0.0419726355568002
39,V4t,0.96810646837737,0.336814058413747,0.4448487563955149,6.99369166764351e-05,-7.06426302321983e-05,0.0002105164640157,1.49176911920453,0.140913501832784,0.23485583638797336,0.0014425607024079,-0.0004392297642693,0.0033243511748511,0.0408032860286536
23,31,-3.92252361750786,0.0002248976174532,0.0010495222147816,-0.0002102579035749,-0.0003144279622602,-0.0001060878444388,1.36708747340415,0.176614865419249,0.2809781949851689,0.0009809168422345,-0.0004134981182469,0.0023753318087573,0.0389361329580497
84,v23b?,-2.17765752715966,0.031309201091508,0.07069819601308258,-0.0001369216721706,-0.0002596223756239,-1.42209684711736e-05,0.642504746807255,0.521722211353875,0.6086759132461875,0.0005407643824155,-0.0011017008203143,0.0021832295884413,0.0399606343458901
141,V6Ad,-3.88392527938577,0.0002554742104618,0.001117699670770375,-0.0001283014322356,-0.0001924716462358,-6.41312180379822e-05,2.47870120008497,0.0159673009976044,0.0636207360361993,0.0010960590191697,0.0002370798887842,0.0019550381521747,0.0362412293510193
73,V6,2.53426790597212,0.0138513994927208,0.03402098121019144,0.0001065026289176,2.48669349236727e-05,0.0001881383231607,1.53834733461856,0.129135223018305,0.22047477100686216,0.0008653889242371,-0.0002273822083823,0.0019581600601904,0.0417900273290142
52,ECL,0.961405371771058,0.340143969924237,0.44504818494759985,4.25305016116864e-05,-4.38380475603084e-05,0.0001288990510491,0.518212048229906,0.60618494796809,0.6844023606091338,0.0003068672852093,-0.0008492575994312,0.0014629921734034,0.0375547170676954
195,TH,1.13343191204361,0.261468002603221,0.35539340159661104,4.06420029546804e-05,-2.94755333767362e-05,0.0001107595395053,2.36076609749172,0.0214491813801586,0.07112634077369702,0.0011331352538874,0.000194545577673,0.0020717249330373,0.0323305943675763
174,V2_or_v23b?,-0.697542843316369,0.488113445545897,0.5849818542679246,-2.8285664843169e-05,-0.0001074618858785,5.08905564367036e-05,0.264334061570806,0.792413589787126,0.8217622412607232,0.0001434821110097,-0.0009163666451452,0.0012033308704374,0.0407849372720877
112,36p,1.80137541668847,0.0765864700340919,0.13402632255966082,8.10481067713392e-05,-6.35179182196852e-06,0.0001684480056314,3.85802016518058,0.0002781955801397,0.0030708065561901535,0.002323551276029,0.0011536208014931,0.0034934817543531,0.0297612658458142
62,Iam,-1.46221111879848,0.148816486097586,0.2289484401501323,-7.42565874710988e-05,-0.0001730652531114,2.45520784719982e-05,3.63897184544753,0.0005650568851216,0.004528284264942667,0.0024737324449671,0.0011510848115387,0.0037963800824479,0.0402762733554611
116,AONl,-3.19325633882253,0.002226067817258,0.0070829430549118185,-0.0002449798864539,-0.0003949919302736,-9.4967842167334e-05,0.500633231703169,0.618430866653198,0.6871454073924422,0.0005141211203418,-0.0014939322569475,0.0025221745038747,0.0467723656724405
109,PEci,-1.84499753955971,0.0698937555959796,0.1285410568325992,-0.0001413407912895,-0.0002901548706376,7.47328851245918e-06,-0.570802073944174,0.570230702684887,0.6540734225423317,-0.000585337561833,-0.0025773550493166,0.0014066799317278,0.0511186873911289
172,V2?,-0.119616086589701,0.905180359641748,0.938705558146998,-7.83932793983833e-06,-0.0001356827880028,0.0001200041325165,-1.89390278054211,0.0629823183788043,0.1351254256484735,-0.0016614835631393,-0.0033727894370297,4.98223160167982e-05,0.0459600630070719
194,EO,-1.1709188917679,0.246185139946155,0.34094422404726354,-0.0001252333282928,-0.0003337522228534,8.32855669094138e-05,1.02756621734769,0.308211325815397,0.40707156239769415,0.0014711333891267,-0.0013200896339583,0.0042623564208007,0.047957875941959
11,24a',-0.82561606670367,0.412239260120514,0.5152990751506424,-3.99533468366298e-05,-0.000134644603061,5.47379096862152e-05,-1.26957873442688,0.209056950721184,0.3049974878462269,-0.0008224013104766,-0.0020899335167231,0.0004451308997668,0.0345347711232165
