region,L4,OPC,ASC,PV_CHC,RELN,L4/OPC,L4/PV_CHC,L4/RELN,L4/ASC,OPC/PV_CHC,OPC/RELN,OPC/ASC,PV_CHC/RELN,PV_CHC/ASC,RELN/ASC,L4/OPC/PV_CHC,L4/OPC/RELN,L4/PV_CHC/RELN,OPC/PV_CHC/RELN,L4/OPC/ASC,L4/OPC/PV_CHC/RELN,L4/OPC/PV_CHC/RELN/ASC
55,0.291669427237559,0.157497423507377,0.0530837368540963,0.239304343779965,0.192863393654699,0.260478346552783,0.408580324534736,0.287976877981367,-0.111937095723369,0.375396367785989,0.154179993659598,0.0467691958437368,0.224860334120031,0.43611481655386,-0.0427479605992045,0.67499054725665,0.26620683837948,0.416626917640382,0.395481473302629,-0.11303686242082,0.778986092370109,-0.125820081366458
56,0.409093104794609,0.311433649003591,0.313537153852538,0.0942582718103746,0.298678947620533,0.401718857041235,0.208725018833287,0.390749688206617,0.466034197008134,0.0811019286622959,0.292244419592784,0.309766434821046,0.0347879032844925,0.0785142361593238,0.279962073506962,0.210972055583412,0.385925253330836,0.14539489800259,0.00735249368436884,0.497703045469161,0.128712438109706,0.310178788686728
57,-1.05731271270696,-0.946749250429097,-0.924354923343933,-0.790786747332187,-1.09033686248478,-1.02525060829837,-0.866085049099414,-1.18452124039174,-0.889000461588384,-0.893940017598746,-1.04585273173318,-0.907092298134785,-0.959463309704119,-0.859158709387505,-1.0250312750147,-1.05741177565597,-1.15973270915294,-1.11252646433489,-1.12132731598915,-0.939544819470479,-1.44983151800892,-1.71656103982703
59,-0.155795715527921,-0.0976455679729942,-0.0445962519550927,-0.151179018432535,0.0605723017509898,-0.171302247716437,-0.320575094334464,0.00189864870045995,-0.143299879162602,-0.0870658725605199,0.0325374868441374,-0.0624075307991315,0.0939414470918528,-0.193799969751475,0.159180082143303,-0.248437920822749,-0.0118624915291452,-0.00976275006627343,0.219664099104864,-0.099198469457465,0.185347057300884,0.913775835744622
60,1.40521369795571,1.36211250250412,1.33790946927415,1.06438122015312,1.38425259837256,1.40210586573806,1.07731521233913,1.43240556856507,1.3508443034472,1.02499635711535,1.38058452479555,1.33940185283168,1.07556626019758,1.0685003097197,1.34959205979719,1.01468653642596,1.4297320999722,1.09628037876462,1.02774851811827,1.34780240361767,1.01955499895935,0.9473065564756
61,-1.60823316093636,-1.4771412759337,-1.45369688632815,-1.56839365442852,-1.35288029825093,-1.61383853835089,-1.85537376503371,-1.48217735474489,-1.70066179315738,-1.54691007515337,-1.36869040597144,-1.4623006933086,-1.36679919258662,-1.59234179514056,-1.28900129865691,-1.88195460195723,-1.48842685135731,-1.62579957296044,-1.30353536133655,-1.70506776954579,-1.59191920828572,-1.47536168256439
62,-0.51338086720046,-0.57210689322546,-0.46869285332456,-0.918335468384491,-0.647793884564904,-0.550416268707217,-1.00094746828737,-0.679409414047481,-0.361038522562,-0.820462041894981,-0.692397090097117,-0.505423741137426,-1.20736050621473,-1.02125990151318,-0.633014385051303,-0.854113712599872,-0.702284021073248,-1.41505741304141,-1.13516761660487,-0.230047414547744,-1.34974243405475,-1.08272614779506
63,-0.52329630501909,-0.329393241144188,-0.22319519015248,0.417944966490592,-0.407416380511471,-0.48951823043372,0.318811390592192,-0.575860716697639,-0.157042790881513,0.413217790011919,-0.365508986348932,-0.216247539241992,0.426453254142585,0.303631139877621,-0.183729047832423,0.290174291300156,-0.551243995967256,0.314897707616879,0.422081675815742,-0.170695657468026,0.275556541273034,1.00904534019846
64,0.42493711314093,0.4866709931427,0.61223400142307,0.407320373011926,0.437183178114338,0.417603177597503,0.253821978607,0.338725866110471,0.720482021605238,0.432199506014306,0.427438960098505,0.591041839955216,0.278497356592817,0.252962991267831,0.583046489438234,0.263645749304111,0.335179397590868,0.0512274262122956,0.287038448770702,0.802032050373784,0.000757243889628916,0.722152244874805
65,-1.17777346776296,-1.11670976721609,-1.09079579887191,-0.780855034369741,-1.15807575163511,-1.16561424818076,-0.789727839607915,-1.21225649768057,-1.07727615839134,-0.772683853371798,-1.14223976397244,-1.0866564424642,-0.797866239049855,-0.799461696429584,-1.10188184143778,-0.778684891946958,-1.20311084532967,-0.815708503543471,-0.79074038619358,-1.0887814526724,-0.810293979545587,-0.707121589057808
66,-0.701285102217652,-0.981240203266063,-1.17059530473418,-1.30417325960403,-0.921544524691485,-0.682877512845258,-0.794230194437958,-0.54879526435103,-0.912711307637917,-1.46481504282954,-0.891053110277657,-1.13086780210614,-1.1407130047626,-1.13961160715544,-1.11176999841648,-0.958663014424607,-0.538716555974147,-0.486632199762563,-1.31598844075605,-1.00627191966602,-0.612225751916341,-1.0262224607004
67,-1.13843430299385,-0.857234417227251,-0.735782955334139,-0.636502872961606,-1.08093165999115,-1.06057625352437,-0.871162610593838,-1.29198604540103,-0.525778278363227,-0.911394259189036,-0.977849914957217,-0.702240435495899,-0.819727465741219,-0.905310528818533,-0.764402822840609,-1.38660776693582,-1.23464820050037,-1.1635765458481,-1.20269128511303,-0.605757988474413,-1.95240455005945,-1.42065474667928
68,-0.246041320969783,-0.557489284126721,-0.620176336127263,-0.832127424403097,-0.688414546795129,-0.271960132744754,-0.392439094643763,-0.423137350652826,-0.304150836464422,-0.795141685113145,-0.708816596177639,-0.625352654400974,-1.16766957944251,-0.744167919823307,-0.902929481674997,-0.237188741004186,-0.438024177218698,-0.785269721528761,-1.18131213271138,-0.246986046434135,-0.700909473944938,-1.21112165405985
69,-0.984808535569343,-0.972231062074509,-1.01859546756223,-0.662841836375332,-0.99090087443723,-0.981599589528638,-0.614627449181345,-1.00321524571658,-1.12641222860103,-0.62479718314094,-0.986328695393527,-1.01095878196965,-0.663481725391106,-0.575894492740121,-1.06183238586409,-0.540785746248952,-1.00063178859751,-0.608491454125011,-0.615363154760499,-1.16468803840851,-0.507972215236628,-1.01819631098576
71,-1.12876178100527,-1.21306257471876,-1.23638809326376,-1.35884198415175,-1.1898227351016,-1.12741109935049,-1.23203233715845,-1.08524153497604,-1.11135675794121,-1.39730706994783,-1.18638220712338,-1.23135909887564,-1.31800945967104,-1.35012987978902,-1.20571285343269,-1.27158422121032,-1.08509979763273,-1.15664009197962,-1.35994769044645,-1.11135121444174,-1.18805436535695,-1.04566826477479
72,0.0130965522731889,0.0666827515719478,0.0976775457758251,0.754468195954221,-0.108071678109154,0.0633439432282837,0.958538041638781,-0.106604091468824,0.384019136387324,0.654931044191061,-0.0366731758165868,0.127020147011085,0.63501732441024,0.694303567464226,0.018310461567479,0.834578947202205,-0.0692187789617059,0.827845935921846,0.487032806529102,0.327294260338567,0.620885831698951,0.974931615034637
73,0.888042321064466,0.827007641501004,0.769959055465469,0.610636866810172,0.940295816259236,0.889710529995222,0.68740782615467,1.04231605784402,0.77644145709874,0.562033455336923,0.940172155602617,0.77895355693436,0.819389883974359,0.656029377443513,0.910825470501864,0.622280010238874,1.0406453316783,0.989234560691248,0.795337202305526,0.74861868768204,0.998041212486901,1.12835467355596
74,1.94168371692663,1.99495884429568,1.96279087397478,1.74342338989451,1.93068217107154,1.97664267669489,1.70915803739792,1.92834410464219,2.01147204859343,1.55580824429625,1.97777974752533,1.98950625134904,1.70765404127876,1.69507738166225,1.95914517560094,1.38663868858609,1.9530709893976,1.65640569943322,1.46294357297654,1.93260824627331,1.20760832872585,0.969098937449187
75,1.08782156977662,1.05362335237374,0.995900532116272,1.01914569519307,0.973673700901761,1.12633502402788,1.20174996248242,1.07428084667882,1.18535839358745,0.843173360565663,1.02864215409158,1.02945086529558,0.988649920484214,1.01627749074042,0.972936411491339,0.944293299228928,1.10149819217625,1.19081630304591,0.759514447921375,1.10277753313417,0.842165145342464,0.693148402131627
76,-0.338565747094439,-0.300525956575412,-0.291690717121957,0.253916587291692,-0.40468181671585,-0.32515337369034,0.340798177632817,-0.446026070520564,-0.261619990811747,0.290765523968935,-0.384225446526122,-0.284281576579427,0.142027578722582,0.277103705787393,-0.396901989646605,0.421889966626706,-0.434657303498947,0.20072878358516,0.168811244660343,-0.281392008101719,0.266265265983626,0.103753996604783
77,0.928053342174402,0.781258666735316,0.726748987786673,0.505684816428595,0.710952930817627,0.944705363139735,0.777574236459687,0.89541521913404,1.00720193418991,0.373913765719169,0.739911023520404,0.746839154631558,0.411045326210662,0.509752549497764,0.658374761199368,0.613285216853459,0.907677386899328,0.691937543628565,0.226454020698865,0.979254358084122,0.444578280630481,0.381639011161281
78,0.0144350124969919,0.0988497868146545,0.0635676631928964,0.0929899606542812,0.204581111451101,0.0331086404941561,-0.00625087434106475,0.175496797953188,-0.0629608874936861,0.0190882865174803,0.22299455696681,0.0792099344760183,0.348458135216763,0.106388224870051,0.249023627009949,-0.152226349682612,0.185605569533761,0.330657330404977,0.30050140744221,-0.12913604124912,0.240471520793125,0.312311476668306
79,1.29329104555607,0.937162349817313,0.828095064770839,-0.308910316488087,0.869320820556733,1.25913140536734,-0.0106078350852554,1.18409624292816,1.07784325151947,-0.400345222302197,0.836999641783921,0.823672467983844,-0.629339717776537,-0.249373192975238,0.587545962012862,-0.101996407054042,1.16219272918382,-0.405000248307093,-0.803522044961712,1.1241300582352,-0.653039846734386,-1.51513460268263
80,1.90374926104712,1.68199676447368,1.678606869656,1.38240725449817,1.60029351849515,1.91373003146713,1.77124219178168,1.85290818044244,2.17981456155748,1.26869575348569,1.623024894688,1.68907996805762,1.24891533598704,1.3272867341206,1.60633258997302,1.66338614243493,1.86083683171893,1.65219611724777,1.08052904880471,2.21099420329822,1.47191864223684,2.08481856193555
81,-1.3587285978411,-1.37438432991116,-1.28467873349463,-1.17270682795334,-1.42381546484071,-1.34013234765844,-1.04696430118362,-1.37913073867452,-0.93452015856736,-1.22214578882274,-1.39688769014729,-1.28281788778211,-1.1912594631156,-1.30329689448499,-1.24641772840001,-1.10508617439776,-1.36573784109851,-1.05356518142272,-1.25781671558475,-0.895432831896228,-1.13567060539578,-0.0416245565242705
82,-0.0405161159129906,-0.0997460688034654,-0.0207113860365203,-0.588725678358278,-0.0960173758003216,-0.0503491256200318,-0.61234783832516,-0.0486932661102258,0.209748351554301,-0.632491033914088,-0.107441393255655,-0.036097623762438,-0.651153310569612,-0.726352257473915,0.00147850102303153,-0.692035473532069,-0.0554274515899054,-0.703249281943665,-0.718247379284303,0.288486889839609,-0.840419614450134,-0.0534204268826021
84,0.628080232007359,0.510748228400597,0.481548455282771,-0.119275423257052,0.582102146438147,0.633597148799386,-0.0131249898778187,0.745574300613066,0.687233930877331,-0.258429717072138,0.590271265796969,0.490593112396806,-0.0109385976676016,-0.163027484021775,0.593612158108725,-0.225906818460978,0.747274939424503,0.153791448654446,-0.168499583572254,0.684881712939065,-0.0802696814177235,0.339583571596475
85,-0.56144729751261,-0.27267585651408,-0.196900268270553,0.11114859004457,-0.362433956407578,-0.509639232136438,-0.184029040808898,-0.603298476407377,-0.27156723323506,-0.0227337966708401,-0.298994646685556,-0.175494241316278,0.116170606081146,-0.032012575834053,-0.140911667163183,-0.473126957224026,-0.566255262991962,-0.225234015823073,-0.0532455766875222,-0.349460281468289,-0.628318123800127,-0.406008344176514
86,1.17211815402685,0.981593305405541,0.961129756339406,0.577619431230152,1.31164314693447,1.04393324037986,0.445170582377053,1.33954405361694,0.46896719368348,1.04968951798674,1.13529421804608,0.87993020200031,0.782805124786547,0.795104705810119,1.03337596089356,1.21570632582052,1.24671402790543,0.70779681706301,1.4206003766883,0.664636482315484,1.83042760259002,1.57570370786495
87,-0.502158568977992,-0.554805071173495,-0.502408940077267,-0.257201805034145,-0.768897990065162,-0.495243028800222,-0.0764198792661341,-0.749154892663215,-0.236265503925607,-0.243374831494677,-0.750372875930792,-0.503334704539962,-0.616519537310038,-0.308949434737696,-0.755705202780534,-0.014824547143725,-0.73976592351957,-0.543708975023491,-0.663764176970357,-0.199074020540279,-0.608675056537092,-0.611955138379567
89,1.26588485238855,1.28123815890496,1.2442152602053,0.843025324260094,1.42138020321281,1.26749332056471,0.731992012585505,1.44333437604088,1.14218999920251,0.765581702284828,1.4179425349985,1.24957787799253,1.07887011288526,0.842519588788941,1.42921068082251,0.578363109791037,1.44119593116807,1.04083578367213,1.02306590110024,1.11200241596655,0.93261955538657,1.0512037206878
90,2.45873014453069,2.4929884966765,2.43506215320047,2.04056838981129,2.53576847638333,2.48139085398373,1.96236368850678,2.55627986339737,2.3853113307737,1.87153513515909,2.56321828859429,2.45689736466179,2.15534239870191,2.02681254476931,2.53362436740254,1.66223517740416,2.57035531081418,2.11084218327184,1.96149012310115,2.30936096324996,1.75631722310583,1.54654845614325
