L4_OPC_PV_CHC,OPC,L4,RELN,PV_CHC,OPC_RELN,L4_PV_CHC,OPC_PV_CHC,L4_OPC,RELN_PV_CHC,L4_OPC_RELN_PV_CHC,L4_RELN,PV_CHC_RELN,L4_OPC_RELN,L4_PV_CHC_RELN,OPC_PV_CHC_RELN
-0.852917536145184,-1.44518612393607,-1.42173576133019,-1.47009249094582,-1.05667586061692,-1.44578028626111,-0.884902724726465,-1.05845734612035,-1.40471985299807,-1.02716311654815,-0.756633291762437,-1.41681363837312,-1.02716311654815,-1.40291826070617,-0.819935793581294,-1.02335076752302
0.0851096786196651,-0.0677265783920279,0.0724164835871412,0.0152841891758473,-0.165929072417077,0.0146749342265818,0.0831147646118457,-0.195488286340468,0.072562236831354,0.0402561067595754,0.535685399038748,0.203505580042001,0.0402561067595754,0.198747770809574,0.416132719381852,0.0471762226841408
-1.27625929626567,-1.42998408817159,-1.5355557060052,-1.32299547336783,-1.20552453411966,-1.36055405746486,-1.43062049538994,-1.08629486121031,-1.55636935148495,-1.02245764237157,-0.914686112964648,-1.44587130130666,-1.02245764237157,-1.46643674860104,-1.19588303161606,-0.838376669007395
-0.448028927464059,-0.0465308927862426,-0.222554469838018,-0.133042517269217,-0.137219966231149,-0.1963799597859,-0.644297772835552,0.0407587735541039,-0.27187274719468,-0.547245482521486,-1.28750467410979,-0.467670523010547,-0.547245482521486,-0.499362464651892,-1.30857937808245,-0.415143576630047
-1.17225231341439,-1.25895043624814,-1.30300916363777,-1.27561748428906,-1.16193505694471,-1.29879659254527,-1.28554649660175,-1.07938413796781,-1.32082693655879,-1.26556723839243,-1.36733462178426,-1.36921529854731,-1.26556723839243,-1.38149940210626,-1.45390341718606,-1.18637506131838
-0.286939435042987,-0.680638831346766,-0.652262452906938,-0.851439287031856,-0.364358251533968,-0.761119252888591,-0.062398700963683,-0.533158281125333,-0.591562319925194,-0.527766378644731,-0.620721392363627,-0.753745839532556,-0.527766378644731,-0.69973768485131,-0.259730273893105,-0.768697405700237
-0.0338578953825572,-0.134652783766693,-0.30777143558945,-0.0609904555042466,0.167350849304093,-0.0807421468701737,-0.123804679513926,0.256033407437418,-0.314602593129829,0.321105829213815,0.242216266856683,-0.242098469621263,0.321105829213815,-0.250196371304764,0.0607578464039214,0.461887769349503
-0.825127306454654,-0.6991695893151,-0.718772700199063,-0.622732818895863,-0.865931555989028,-0.722458108180347,-1.1637633722514,-0.629884005882726,-0.792092773640596,-0.964226106633645,-0.973446754768601,-0.772670094621695,-0.964226106633645,-0.831342295690657,-1.3474794578504,-0.695925655544912
1.85148388351446,0.805113052383167,1.1442253168808,0.760503241083921,0.91808232201786,0.702587465934035,1.42386557319687,1.10552466689214,1.08744437208619,0.645752320661837,1.53915709004977,1.00270128645113,0.645752320661837,0.960981253489554,1.09679525213137,0.818433118143073
-0.306315893276648,0.468997944671769,0.583659177455937,0.508761952110422,-0.194406069569277,0.518724806873557,-0.0894595917534969,-0.334418555826723,0.590460436621276,-0.106609588431866,-0.180045984409814,0.666542790273076,-0.106609588431866,0.669087893372008,0.0520784265317552,-0.259703735795285
